"","Value","Totals >> G","Totals >> GS","Totals >> MP","Totals >> FG","Totals >> FGA","Totals >> 3P","Totals >> 3PA","Totals >> FT","Totals >> FTA","Totals >> ORB","Totals >> TRB","Totals >> AST","Totals >> STL","Totals >> BLK","Totals >> TOV","Totals >> PF","Totals >> PTS","Shooting >> FG%","Shooting >> 3P%","Shooting >> FT%","Advanced >> TS%","Advanced >> USG%","Advanced >> ORtg","Advanced >> DRtg","Per Game >> MP","Per Game >> PTS","Per Game >> TRB","Per Game >> AST","player_id","Split"
"9302","NJN, BRK","28","6","526","79","169","14","36","27","33","7","44","78","9","4","31","38","199",".467",".389",".818",".542","18.6","106","109","18.8","7.1","1.6","2.8","udrihbe01",NA
"9303","NOH, NOK, NOP","30","7","596","94","185","19","49","45","54","13","65","82","21","2","41","45","252",".508",".388",".833",".604","19.8","113","105","19.9","8.4","2.2","2.7","udrihbe01",NA
"9304","New York","26","6","529","95","192","8","38","38","46","7","46","70","22","2","35","35","236",".495",".211",".826",".556","20.8","108","105","20.4","9.1","1.8","2.7","udrihbe01",NA
"9305","SEA, OKC","30","9","629","94","203","14","42","31","39","11","64","72","19","5","36","42","233",".463",".333",".795",".529","18.4","104","113","21.0","7.8","2.1","2.4","udrihbe01",NA
"9306","Orlando","23","6","474","69","145","13","35","25","29","6","42","80","14","1","34","29","176",".476",".371",".862",".558","18.2","107","113","20.6","7.7","1.8","3.5","udrihbe01",NA
"9307","Philadelphia","26","7","541","76","155","14","35","23","27","7","54","89","14","2","45","44","189",".490",".400",".852",".566","17.7","104","107","20.8","7.3","2.1","3.4","udrihbe01",NA
"9308","Phoenix","30","11","687","91","224","14","52","32","42","18","67","99","21","2","45","69","228",".406",".269",".762",".470","18.1","98","115","22.9","7.6","2.2","3.3","udrihbe01",NA
"9309","Portland","36","15","855","151","290","26","63","30","40","10","82","137","27","3","56","46","358",".521",".413",".750",".582","20.2","111","108","23.7","9.9","2.3","3.8","udrihbe01",NA
"9310","Sacramento","14","0","216","29","72","4","16","13","14","2","14","26","7","2","14","27","75",".403",".250",".929",".480","19.1","95","106","15.4","5.4","1.0","1.9","udrihbe01",NA
"9311","San Antonio","20","9","542","76","167","9","28","53","58","9","47","78","22","3","28","33","214",".455",".321",".914",".556","19.1","112","115","27.1","10.7","2.4","3.9","udrihbe01",NA
"9312","Toronto","24","9","493","68","143","18","38","31","42","7","36","82","21","2","37","40","185",".476",".474",".738",".573","18.2","110","113","20.5","7.7","1.5","3.4","udrihbe01",NA
"9313","Utah","32","9","694","108","225","21","59","25","34","9","51","77","20","5","42","47","262",".480",".356",".735",".546","19.2","102","112","21.7","8.2","1.6","2.4","udrihbe01",NA
"9314","Washington","25","6","527","71","163","16","45","48","58","14","58","98","14","3","30","29","206",".436",".356",".828",".546","18.5","114","110","21.1","8.2","2.3","3.9","udrihbe01",NA
"9315","Total","31","0","285","40","105","5","14","11","14","7","23","34","19","1","24","27","96",".381",".357",".786",".432","20.5","85","111","9.2","3.1","0.7","1.1","ulisty01",NA
"9316","Home","16","0","140","17","47","4","8","2","2","3","11","11","7","1","12","15","40",".362",".500","1.000",".418","18.6","76","112","8.8","2.5","0.7","0.7","ulisty01",NA
"9317","Road","15","0","144","23","58","1","6","9","12","4","12","23","12","0","12","12","56",".397",".167",".750",".442","22.4","91","109","9.6","3.7","0.8","1.5","ulisty01",NA
"9318","Pre","31","0","285","40","105","5","14","11","14","7","23","34","19","1","24","27","96",".381",".357",".786",".432","20.5","85","111","9.2","3.1","0.7","1.1","ulisty01",NA
"9319","Win","7","0","83","17","35","2","4","2","2","2","5","6","7","0","8","11","38",".486",".500","1.000",".530","23.3","93","101","11.9","5.4","0.7","0.9","ulisty01",NA
"9320","Loss","24","0","201","23","70","3","10","9","12","5","18","28","12","1","16","16","58",".329",".300",".750",".385","19.4","81","115","8.4","2.4","0.8","1.2","ulisty01",NA
"9321","October","4","0","34","3","9","0","1","2","2","1","3","8","4","1","3","3","8",".333",".000","1.000",".405","16.1","89","104","8.4","2.0","0.8","2.0","ulisty01",NA
"9322","November","7","0","90","13","31","0","3","7","8","0","5","12","11","0","8","6","33",".419",".000",".875",".478","19.8","92","101","12.9","4.7","0.7","1.7","ulisty01",NA
"9323","December","10","0","68","13","27","3","4","2","4","1","5","10","2","0","5","7","31",".481",".750",".500",".539","21.7","102","117","6.8","3.1","0.5","1.0","ulisty01",NA
"9324","January","10","0","92","11","38","2","6","0","0","5","10","4","2","0","8","11","24",".289",".333",NA,".316","21.9","63","118","9.2","2.4","1.0","0.4","ulisty01",NA
"9325","Sunday","4","0","13","2","4","0","0","0","0","0","0","0","1","0","1","1","4",".500",NA,NA,".500","17.7","74","110","3.2","1.0","0.0","0.0","ulisty01",NA
"9326","Monday","6","0","67","6","22","1","5","2","2","3","7","11","2","0","4","5","15",".273",".200","1.000",".328","17.1","79","117","11.1","2.5","1.2","1.8","ulisty01",NA
"9327","Tuesday","2","0","19","2","7","1","1","0","0","1","2","1","1","0","1","3","5",".286","1.000",NA,".357","18.7","80","106","9.4","2.5","1.0","0.5","ulisty01",NA
"9328","Wednesday","5","0","43","4","12","0","0","0","0","0","1","6","3","1","7","5","8",".333",NA,NA,".333","20.4","56","108","8.6","1.6","0.2","1.2","ulisty01",NA
"9329","Thursday","4","0","36","6","15","2","3","0","0","1","5","3","2","0","4","4","14",".400",".667",NA,".467","22.8","80","108","9.0","3.5","1.3","0.8","ulisty01",NA
"9330","Friday","3","0","30","6","14","0","3","4","4","0","1","4","5","0","3","3","16",".429",".000","1.000",".508","26.4","103","94","9.9","5.3","0.3","1.3","ulisty01",NA
"9331","Saturday","7","0","78","14","31","1","2","5","8","2","7","9","5","0","4","6","34",".452",".500",".625",".492","21.1","102","115","11.1","4.9","1.0","1.3","ulisty01",NA
"9332","Reserve","31","0","285","40","105","5","14","11","14","7","23","34","19","1","24","27","96",".381",".357",".786",".432","20.5","85","111","9.2","3.1","0.7","1.1","ulisty01",NA
"9333","20-29","1","0","22","3","7","0","0","3","4","0","4","5","4","0","0","1","9",".429",NA,".750",".514","16.0","127","100","21.6","9.0","4.0","5.0","ulisty01",NA
"9334","10-19","13","0","176","24","60","4","11","7","8","4","11","20","13","1","15","18","59",".400",".364",".875",".464","19.3","88","108","13.5","4.5","0.8","1.5","ulisty01",NA
"9335","0-9","17","0","87","13","38","1","3","1","2","3","8","9","2","0","9","8","28",".342",".333",".500",".360","24.0","72","118","5.1","1.6","0.5","0.5","ulisty01",NA
"9336","0 Days","5","0","74","11","26","2","3","5","6","2","9","13","8","0","4","8","29",".423",".667",".833",".506","18.6","104","101","14.7","5.8","1.8","2.6","ulisty01",NA
"9337","1 Day","14","0","106","16","43","1","5","3","4","2","6","8","2","0","12","5","36",".372",".200",".750",".402","23.9","71","112","7.6","2.6","0.4","0.6","ulisty01",NA
"9338","2 Days","1","0","10","1","4","0","1","0","0","0","1","0","1","0","2","1","2",".250",".000",NA,".250","26.4","35","116","9.7","2.0","1.0","0.0","ulisty01",NA
"9339","3+ Days","10","0","82","11","29","2","5","3","4","3","6","12","6","0","5","12","27",".379",".400",".750",".439","18.4","99","118","8.2","2.7","0.6","1.2","ulisty01",NA
"9340","Eastern","11","0","128","21","48","2","5","5","6","2","10","15","13","0","10","14","49",".438",".400",".833",".484","20.3","93","103","11.6","4.5","0.9","1.4","ulisty01",NA
"9341","Western","20","0","157","19","57","3","9","6","8","5","13","19","6","1","14","13","47",".333",".333",".750",".388","20.7","79","117","7.8","2.4","0.7","1.0","ulisty01",NA
"9342","Atlantic","5","0","59","10","22","2","2","3","4","1","8","7","6","0","4","5","25",".455","1.000",".750",".526","19.5","98","103","11.8","5.0","1.6","1.4","ulisty01",NA
"9343","Central","3","0","30","6","14","0","3","2","2","0","1","4","5","0","2","6","14",".429",".000","1.000",".470","23.4","102","102","10.1","4.7","0.3","1.3","ulisty01",NA
"9344","Northwest","7","0","50","8","23","1","5","3","4","0","3","3","1","0","5","1","20",".348",".200",".750",".404","26.3","74","113","7.2","2.9","0.4","0.4","ulisty01",NA
"9345","Pacific","5","0","51","3","14","1","2","3","4","3","5","10","4","1","3","6","10",".214",".500",".750",".317","15.4","84","115","10.1","2.0","1.0","2.0","ulisty01",NA
"9346","Southeast","3","0","39","5","12","0","0","0","0","1","1","4","2","0","4","3","10",".417",NA,NA,".417","19.1","76","103","12.9","3.3","0.3","1.3","ulisty01",NA
"9347","Southwest","8","0","55","8","20","1","2","0","0","2","5","6","1","0","6","6","17",".400",".500",NA,".425","20.5","79","123","6.9","2.1","0.6","0.8","ulisty01",NA
"9348","Cleveland","1","0","10","1","4","0","1","0","0","0","1","0","1","0","2","1","2",".250",".000",NA,".250","26.4","35","116","9.7","2.0","1.0","0.0","ulisty01",NA
"9349","Dallas","1","0","6","0","3","0","0","0","0","1","1","0","0","0","0","1","0",".000",NA,NA,".000","22.3","28","125","5.9","0.0","1.0","0.0","ulisty01",NA
"9350","Denver","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0.0",NA,"125","4.1","0.0","0.0","0.0","ulisty01",NA
"9351","Golden State","2","0","12","1","3","1","1","1","2","1","1","2","0","0","0","2","4",".333","1.000",".500",".515","13.3","137","143","6.1","2.0","0.5","1.0","ulisty01",NA
"9352","Houston","2","0","10","1","3","0","0","0","0","0","1","1","0","0","1","1","2",".333",NA,NA,".333","15.8","64","129","5.1","1.0","0.5","0.5","ulisty01",NA
"9353","Indiana","2","0","21","5","10","0","2","2","2","0","0","4","4","0","0","5","12",".500",".000","1.000",".551","22.0","138","96","10.3","6.0","0.0","2.0","ulisty01",NA
"9354","LA Clippers","2","0","25","1","8","0","1","2","2","2","3","7","2","0","2","3","4",".125",".000","1.000",".225","17.7","74","108","12.4","2.0","1.5","3.5","ulisty01",NA
"9355","Memphis","1","0","15","2","5","1","2","0","0","1","2","2","0","0","2","2","5",".400",".500",NA,".500","21.3","89","129","14.6","5.0","2.0","2.0","ulisty01",NA
"9356","Miami","1","0","13","1","4","0","0","0","0","1","1","1","1","0","0","2","2",".250",NA,NA,".250","14.3","86","101","12.8","2.0","1.0","1.0","ulisty01",NA
"9357","Minnesota","2","0","19","2","8","1","2","2","2","0","2","1","1","0","4","1","7",".250",".500","1.000",".394","27.9","60","106","9.7","3.5","1.0","0.5","ulisty01",NA
"9358","New Jersey","1","0","11","1","3","0","0","0","0","0","0","1","1","0","1","1","2",".333",NA,NA,".333","13.7","60","111","11.0","2.0","0.0","1.0","ulisty01",NA
"9359","New Orleans","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0",NA,NA,NA,NA,"0.0",NA,"70","2.2","0.0","0.0","0.0","ulisty01",NA
"9360","New York","1","0","5","0","2","0","0","0","0","1","2","0","0","0","1","0","0",".000",NA,NA,".000","25.2","24","118","5.2","0.0","2.0","0.0","ulisty01",NA
"9361","Oklahoma City","2","0","6","3","4","0","1","1","2","0","0","2","0","0","0","0","7",".750",".000",".500",".717","34.7","160","120","3.0","3.5","0.0","1.0","ulisty01",NA
"9362","Orlando","1","0","16","2","5","0","0","0","0","0","0","2","1","0","4","1","4",".400",NA,NA,".400","27.9","53","95","15.5","4.0","0.0","2.0","ulisty01",NA
"9363","Philadelphia","1","0","22","3","7","0","0","3","4","0","4","5","4","0","0","1","9",".429",NA,".750",".514","16.0","127","100","21.6","9.0","4.0","5.0","ulisty01",NA
"9364","Sacramento","1","0","14","1","3","0","0","0","0","0","1","1","2","1","1","1","2",".333",NA,NA,".333","13.1","62","102","13.7","2.0","1.0","1.0","ulisty01",NA
"9365","San Antonio","3","0","23","5","9","0","0","0","0","0","1","3","0","0","3","2","10",".556",NA,NA,".556","23.6","89","120","7.5","3.3","0.3","1.0","ulisty01",NA
"9366","Toronto","2","0","21","6","10","2","2","0","0","0","2","1","1","0","2","3","14",".600","1.000",NA,".700","24.6","109","99","10.6","7.0","1.0","0.5","ulisty01",NA
"9367","Utah","2","0","21","3","11","0","2","0","0","0","1","0","0","0","1","0","6",".273",".000",NA,".273","27.6","51","116","10.5","3.0","0.5","0.0","ulisty01",NA
"9368","Washington","1","0","10","2","3","0","0","0","0","0","0","1","0","0","0","0","4",".667",NA,NA,".667","11.7","146","114","10.4","4.0","0.0","1.0","ulisty01",NA
"9369","Total","27","0","322","31","97","21","67","7","8","2","44","17","13","3","15","27","90",".320",".313",".875",".448","15.6","86","106","11.9","3.3","1.6","0.6","valende01",NA
"9370","Home","12","0","107","9","29","5","18","4","4","0","15","6","5","0","7","7","27",".310",".278","1.000",".439","15.3","79","108","8.9","2.3","1.3","0.5","valende01",NA
"9371","Road","15","0","215","22","68","16","49","3","4","2","29","11","8","3","8","20","63",".324",".327",".750",".452","15.7","90","105","14.3","4.2","1.9","0.7","valende01",NA
"9372","Pre","27","0","322","31","97","21","67","7","8","2","44","17","13","3","15","27","90",".320",".313",".875",".448","15.6","86","106","11.9","3.3","1.6","0.6","valende01",NA
"9373","Win","13","0","143","12","37","10","27","2","2","0","17","7","4","1","7","15","36",".324",".370","1.000",".475","13.5","87","102","11.0","2.8","1.3","0.5","valende01",NA
"9374","Loss","14","0","178","19","60","11","40","5","6","2","27","10","9","2","8","12","54",".317",".275",".833",".431","17.3","86","110","12.7","3.9","1.9","0.7","valende01",NA
"9375","October","2","0","12","1","4","1","4","0","0","0","1","0","0","1","2","1","3",".250",".250",NA,".375","21.9","49","101","5.9","1.5","0.5","0.0","valende01",NA
"9376","November","11","0","115","9","32","7","21","1","2","1","16","6","4","0","2","16","26",".281",".333",".500",".395","13.0","86","102","10.4","2.4","1.5","0.5","valende01",NA
"9377","December","9","0","108","8","29","3","17","6","6","0","19","4","2","0","5","4","25",".276",".176","1.000",".395","15.4","78","114","12.0","2.8","2.1","0.4","valende01",NA
"9378","January","5","0","87","13","32","10","25","0","0","1","8","7","7","2","6","6","36",".406",".400",NA,".563","18.5","101","103","17.5","7.2","1.6","1.4","valende01",NA
"9379","Sunday","3","0","30","3","8","2","6","0","0","0","2","1","2","0","2","4","8",".375",".333",NA,".500","14.0","83","111","10.1","2.7","0.7","0.3","valende01",NA
"9380","Monday","5","0","65","7","19","6","16","0","0","0","9","3","1","1","4","5","20",".368",".375",NA,".526","15.3","92","110","12.9","4.0","1.8","0.6","valende01",NA
"9381","Tuesday","3","0","60","7","18","5","13","0","0","0","9","5","2","0","1","5","19",".389",".385",NA,".528","13.2","110","102","20.1","6.3","3.0","1.7","valende01",NA
"9382","Wednesday","2","0","12","1","4","1","2","0","0","0","0","1","2","0","1","2","3",".250",".500",NA,".375","16.8","60","99","6.2","1.5","0.0","0.5","valende01",NA
"9383","Thursday","2","0","34","2","9","2","7","2","2","0","4","3","0","0","2","4","8",".222",".286","1.000",".405","16.2","80","109","17.0","4.0","2.0","1.5","valende01",NA
"9384","Friday","5","0","73","7","26","3","15","2","2","1","13","3","5","2","2","5","19",".269",".200","1.000",".353","17.0","77","97","14.5","3.8","2.6","0.6","valende01",NA
"9385","Saturday","7","0","47","4","13","2","8","3","4","1","7","1","1","0","3","2","13",".308",".250",".750",".440","17.3","84","118","6.8","1.9","1.0","0.1","valende01",NA
"9386","Reserve","27","0","322","31","97","21","67","7","8","2","44","17","13","3","15","27","90",".320",".313",".875",".448","15.6","86","106","11.9","3.3","1.6","0.6","valende01",NA
"9387","30-39","1","0","30","7","15","5","11","0","0","0","2","2","2","0","1","1","19",".467",".455",NA,".633","22.3","122","101","30.2","19.0","2.0","2.0","valende01",NA
"9388","20-29","4","0","90","8","32","3","20","2","2","1","17","3","5","2","3","7","21",".250",".150","1.000",".319","16.9","70","102","22.6","5.3","4.3","0.8","valende01",NA
"9389","10-19","9","0","141","11","33","9","25","2","2","0","20","10","3","0","7","14","33",".333",".360","1.000",".487","12.9","91","110","15.7","3.7","2.2","1.1","valende01",NA
"9390","0-9","13","0","60","5","17","4","11","3","4","1","5","2","3","1","4","5","17",".294",".364",".750",".453","16.6","80","107","4.6","1.3","0.4","0.2","valende01",NA
"9391","0 Days","5","0","77","8","23","4","13","3","4","1","11","4","3","0","2","7","23",".348",".308",".750",".464","15.3","100","113","15.4","4.6","2.2","0.8","valende01",NA
"9392","1 Day","10","0","95","8","24","7","20","0","0","0","9","5","1","1","4","9","23",".333",".350",NA,".479","12.6","91","113","9.5","2.3","0.9","0.5","valende01",NA
"9393","2 Days","2","0","34","3","11","2","7","0","0","0","7","0","1","0","1","2","8",".273",".286",NA,".364","15.4","66","92","17.2","4.0","3.5","0.0","valende01",NA
"9394","3+ Days","9","0","110","12","38","8","26","4","4","1","16","8","8","2","6","9","36",".316",".308","1.000",".453","18.0","88","100","12.2","4.0","1.8","0.9","valende01",NA
"9395","Eastern","16","0","191","24","69","17","46","7","8","2","27","11","9","3","12","12","72",".348",".370",".875",".496","19.2","92","104","11.9","4.5","1.7","0.7","valende01",NA
"9396","Western","11","0","131","7","28","4","21","0","0","0","17","6","4","0","3","15","18",".250",".190",NA,".321","10.3","72","110","11.9","1.6","1.5","0.5","valende01",NA
"9397","Atlantic","4","0","37","4","14","3","9","0","0","0","3","0","1","1","1","3","11",".286",".333",NA,".393","17.3","74","98","9.1","2.8","0.8","0.0","valende01",NA
"9398","Central","7","0","71","6","21","3","12","5","6","1","14","5","2","0","6","4","20",".286",".250",".833",".423","18.9","77","110","10.2","2.9","2.0","0.7","valende01",NA
"9399","Northwest","4","0","67","2","12","1","10","0","0","0","12","4","0","0","1","9","5",".167",".100",NA,".208","8.2","61","108","16.8","1.3","3.0","1.0","valende01",NA
"9400","Pacific","3","0","26","3","10","2","7","0","0","0","2","1","3","0","1","5","8",".300",".286",NA,".400","17.9","79","103","8.6","2.7","0.7","0.3","valende01",NA
"9401","Southeast","5","0","83","14","34","11","25","2","2","1","10","6","6","2","5","5","41",".412",".440","1.000",".588","20.3","109","102","16.6","8.2","2.0","1.2","valende01",NA
"9402","Southwest","4","0","38","2","6","1","4","0","0","0","3","1","1","0","1","1","5",".333",".250",NA,".417","8.8","81","117","9.4","1.3","0.8","0.3","valende01",NA
"9403","Atlanta","1","0","24","3","10","2","8","0","0","1","6","1","3","2","2","2","8",".300",".250",NA,".400","21.1","78","91","24.1","8.0","6.0","1.0","valende01",NA
"9404","Boston","1","0","7","1","2","1","1","0","0","0","0","0","0","0","1","0","3",".500","1.000",NA,".750","18.9","87","122","6.7","3.0","0.0","0.0","valende01",NA
"9405","Charlotte","1","0","18","3","6","3","5","0","0","0","0","3","1","0","2","2","9",".500",".600",NA,".750","19.4","121","120","17.6","9.0","0.0","3.0","valende01",NA
"9406","Cleveland","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0.0",NA,"116","3.7","0.0","0.0","0.0","valende01",NA
"9407","Dallas","1","0","20","2","5","1","3","0","0","0","3","0","0","0","0","0","5",".400",".333",NA,".500","12.3","112","123","19.5","5.0","3.0","0.0","valende01",NA
"9408","Denver","1","0","14","0","1","0","1","0","0","0","3","1","0","0","0","1","0",".000",".000",NA,".000","3.1","48","116","14.2","0.0","3.0","1.0","valende01",NA
"9409","Detroit","1","0","12","1","2","1","2","0","0","0","4","0","0","0","1","0","3",".500",".500",NA,".750","12.2","85","93","12.0","3.0","4.0","0.0","valende01",NA
"9410","Indiana","2","0","13","1","4","1","3","1","2","1","3","1","0","0","2","2","4",".250",".333",".500",".410","24.6","74","120","6.3","2.0","1.5","0.5","valende01",NA
"9411","LA Clippers","1","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0",".000",".000",NA,".000","20.2","0","132","2.4","0.0","0.0","0.0","valende01",NA
"9412","LA Lakers","2","0","23","3","9","2","6","0","0","0","2","1","3","0","1","5","8",".333",".333",NA,".444","17.7","86","100","11.7","4.0","1.0","0.5","valende01",NA
"9413","Memphis","1","0","10","0","1","0","1","0","0","0","0","1","1","0","1","1","0",".000",".000",NA,".000","9.0","26","107","10.2","0.0","0.0","1.0","valende01",NA
"9414","Miami","1","0","5","0","1","0","0","2","2","0","1","0","0","0","0","0","2",".000",NA,"1.000",".532","16.3","130","109","5.1","2.0","1.0","0.0","valende01",NA
"9415","Milwaukee","3","0","43","4","15","1","7","4","4","0","7","4","2","0","3","2","13",".267",".143","1.000",".388","20.7","77","110","14.4","4.3","2.3","1.3","valende01",NA
"9416","New Jersey","1","0","7","1","3","1","3","0","0","0","0","0","0","1","0","1","3",".333",".333",NA,".500","17.7","110","94","7.0","3.0","0.0","0.0","valende01",NA
"9417","New Orleans","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0.0",NA,"111","5.4","0.0","0.0","0.0","valende01",NA
"9418","New York","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0.0",NA,NA,"0.5","0.0","0.0","0.0","valende01",NA
"9419","Orlando","1","0","6","1","2","1","1","0","0","0","1","0","0","0","0","0","3",".500","1.000",NA,".750","13.8","148","90","6.3","3.0","1.0","0.0","valende01",NA
"9420","Philadelphia","1","0","22","2","9","1","5","0","0","0","3","0","1","0","0","2","5",".222",".200",NA,".278","17.1","59","92","22.3","5.0","3.0","0.0","valende01",NA
"9421","Portland","2","0","38","1","8","0","6","0","0","0","8","2","0","0","1","5","2",".125",".000",NA,".125","9.8","40","109","18.9","1.0","4.0","1.0","valende01",NA
"9422","San Antonio","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0.0",NA,"136","2.4","0.0","0.0","0.0","valende01",NA
"9423","Utah","1","0","15","1","3","1","3","0","0","0","1","1","0","0","0","3","3",".333",".333",NA,".500","9.0","121","98","15.2","3.0","1.0","1.0","valende01",NA
"9424","Washington","1","0","30","7","15","5","11","0","0","0","2","2","2","0","1","1","19",".467",".455",NA,".633","22.3","122","101","30.2","19.0","2.0","2.0","valende01",NA
"9425","Total","19","0","102","15","38","5","11","0","2","2","13","11","9","1","1","15","35",".395",".455",NA,".450","17.6","103","99","5.4","1.8","0.7","0.6","vanvlfr01",NA
"9426","Home","12","0","34","6","16","3","5","0","0","1","2","4","3","0","1","6","15",".375",".600",NA,".469","21.8","102","101","2.9","1.3","0.2","0.3","vanvlfr01",NA
"9427","Road","7","0","67","9","22","2","6","0","2","1","11","7","6","1","0","9","20",".409",".333",NA,".437","15.4","103","97","9.6","2.9","1.6","1.0","vanvlfr01",NA
"9428","Pre","19","0","102","15","38","5","11","0","2","2","13","11","9","1","1","15","35",".395",".455",NA,".450","17.6","103","99","5.4","1.8","0.7","0.6","vanvlfr01",NA
"9429","Win","13","0","80","12","27","5","9","0","2","1","8","10","8","0","1","12","29",".444",".556",NA,".520","16.1","116","96","6.1","2.2","0.6","0.8","vanvlfr01",NA
"9430","Loss","6","0","22","3","11","0","2","0","0","1","5","1","1","1","0","3","6",".273",".000",NA,".273","22.8","66","108","3.7","1.0","0.8","0.2","vanvlfr01",NA
"9431","November","3","0","5","0","1","0","0","0","0","0","0","0","1","0","0","0","0",".000",NA,NA,".000","9.1","0","96","1.7","0.0","0.0","0.0","vanvlfr01",NA
"9432","December","5","0","35","5","12","1","3","0","0","0","3","7","4","0","1","4","11",".417",".333",NA,".458","17.0","109","83","6.9","2.2","0.6","1.4","vanvlfr01",NA
"9433","January","11","0","62","10","25","4","8","0","2","2","10","4","4","1","0","11","24",".400",".500",NA,".464","18.6","103","107","5.7","2.2","0.9","0.4","vanvlfr01",NA
"9434","Sunday","3","0","31","2","7","0","2","0","0","0","2","4","3","0","0","4","4",".286",".000",NA,".286","10.2","88","89","10.3","1.3","0.7","1.3","vanvlfr01",NA
"9435","Monday","2","0","5","0","2","0","0","0","0","0","0","1","0","0","0","0","0",".000",NA,NA,".000","17.8","40","117","2.6","0.0","0.0","0.5","vanvlfr01",NA
"9436","Tuesday","5","0","32","5","10","2","3","0","2","0","4","2","3","0","0","4","12",".500",".667",NA,".551","14.9","119","108","6.4","2.4","0.8","0.4","vanvlfr01",NA
"9437","Wednesday","4","0","11","1","3","0","0","0","0","0","3","1","1","1","0","2","2",".333",NA,NA,".333","12.2","84","90","2.8","0.5","0.8","0.3","vanvlfr01",NA
"9438","Friday","4","0","19","5","14","2","5","0","0","2","3","1","2","0","1","5","12",".357",".400",NA,".429","36.7","86","99","4.6","3.0","0.8","0.3","vanvlfr01",NA
"9439","Saturday","1","0","4","2","2","1","1","0","0","0","1","2","0","0","0","0","5","1.000","1.000",NA,"1.250","21.2","243","93","4.2","5.0","1.0","2.0","vanvlfr01",NA
"9440","Reserve","19","0","102","15","38","5","11","0","2","2","13","11","9","1","1","15","35",".395",".455",NA,".450","17.6","103","99","5.4","1.8","0.7","0.6","vanvlfr01",NA
"9441","20-29","2","0","48","6","11","2","4","0","2","0","6","6","5","0","0","7","14",".545",".500",NA,".589","11.2","134","94","23.8","7.0","3.0","3.0","vanvlfr01",NA
"9442","0-9","17","0","54","9","27","3","7","0","0","2","7","5","4","1","1","8","21",".333",".429",NA,".389","23.2","88","103","3.2","1.2","0.4","0.3","vanvlfr01",NA
"9443","0 Days","3","0","14","3","5","1","1","0","0","0","4","3","0","1","0","2","7",".600","1.000",NA,".700","16.3","158","96","4.6","2.3","1.3","1.0","vanvlfr01",NA
"9444","1 Day","9","0","51","7","20","3","8","0","2","2","7","3","5","0","1","10","17",".350",".375",NA,".407","19.2","88","104","5.7","1.9","0.8","0.3","vanvlfr01",NA
"9445","3+ Days","6","0","36","5","13","1","2","0","0","0","2","5","4","0","0","3","11",".385",".500",NA,".423","15.9","104","91","6.0","1.8","0.3","0.8","vanvlfr01",NA
"9446","Eastern","12","0","88","13","33","5","10","0","2","2","12","11","6","0","0","13","31",".394",".500",NA,".457","17.1","108","100","7.3","2.6","1.0","0.9","vanvlfr01",NA
"9447","Western","7","0","14","2","5","0","1","0","0","0","1","0","3","1","1","2","4",".400",".000",NA,".400","20.2","66","86","2.0","0.6","0.1","0.0","vanvlfr01",NA
"9448","Atlantic","6","0","45","7","17","3","5","0","2","0","6","3","2","0","0","5","17",".412",".600",NA,".475","17.2","102","110","7.6","2.8","1.0","0.5","vanvlfr01",NA
"9449","Central","2","0","8","1","3","1","1","0","0","1","1","2","1","0","0","4","3",".333","1.000",NA,".500","16.6","143","90","4.0","1.5","0.5","1.0","vanvlfr01",NA
"9450","Northwest","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0.0",NA,NA,"0.4","0.0","0.0","0.0","vanvlfr01",NA
"9451","Pacific","1","0","4","1","2","0","1","0","0","0","0","0","1","0","1","1","2",".500",".000",NA,".500","38.9","60","70","3.8","2.0","0.0","0.0","vanvlfr01",NA
"9452","Southeast","4","0","35","5","13","1","4","0","0","1","5","6","3","0","0","4","11",".385",".250",NA,".423","17.1","107","90","8.6","2.8","1.3","1.5","vanvlfr01",NA
"9453","Southwest","5","0","10","1","3","0","0","0","0","0","1","0","2","1","0","1","2",".333",NA,NA,".333","13.9","74","91","2.0","0.4","0.2","0.0","vanvlfr01",NA
"9454","Atlanta","1","0","4","2","2","1","1","0","0","0","1","2","0","0","0","0","5","1.000","1.000",NA,"1.250","21.2","243","93","4.2","5.0","1.0","2.0","vanvlfr01",NA
"9455","Charlotte","1","0","5","1","6","0","2","0","0","1","2","0","0","0","0","0","2",".167",".000",NA,".167","56.6","45","124","4.9","2.0","2.0","0.0","vanvlfr01",NA
"9456","LA Lakers","1","0","4","1","2","0","1","0","0","0","0","0","1","0","1","1","2",".500",".000",NA,".500","38.9","60","70","3.8","2.0","0.0","0.0","vanvlfr01",NA
"9457","Memphis","2","0","5","0","1","0","0","0","0","0","1","0","1","1","0","1","0",".000",NA,NA,".000","9.3","0","75","2.4","0.0","0.5","0.0","vanvlfr01",NA
