"","Value","Totals >> G","Totals >> GS","Totals >> MP","Totals >> FG","Totals >> FGA","Totals >> 3P","Totals >> 3PA","Totals >> FT","Totals >> FTA","Totals >> ORB","Totals >> TRB","Totals >> AST","Totals >> STL","Totals >> BLK","Totals >> TOV","Totals >> PF","Totals >> PTS","Shooting >> FG%","Shooting >> FT%","Advanced >> TS%","Advanced >> USG%","Advanced >> ORtg","Advanced >> DRtg","Per Game >> MP","Per Game >> PTS","Per Game >> TRB","Per Game >> AST","player_id","Shooting >> 3P%","Split"
"2164","Minnesota","6","2","108","26","51","0","0","11","19","14","42","7","4","12","9","18","63",".510",".579",".531","28.2","102","94","18.0","10.5","7.0","1.2","nurkiju01",NA,NA
"2165","New Jersey","4","2","72","13","30","0","0","6","9","11","24","3","3","1","6","11","32",".433",".667",".471","22.9","96","111","18.1","8.0","6.0","0.8","nurkiju01",NA,NA
"2166","New Orleans","4","3","80","19","33","0","0","6","8","4","27","3","2","4","7","13","44",".576",".750",".602","24.5","102","92","20.0","11.0","6.8","0.8","nurkiju01",NA,NA
"2167","New York","2","0","15","3","7","0","0","2","4","1","2","0","2","1","2","1","8",".429",".500",".457","31.3","82","99","7.5","4.0","1.0","0.0","nurkiju01",NA,NA
"2168","Oklahoma City","6","4","132","21","50","0","0","11","17","19","44","9","8","6","10","20","53",".420",".647",".461","21.3","98","115","21.9","8.8","7.3","1.5","nurkiju01",NA,NA
"2169","Orlando","4","3","74","17","29","0","0","4","8","4","19","5","1","6","7","11","38",".586",".500",".584","23.4","100","102","18.6","9.5","4.8","1.3","nurkiju01",NA,NA
"2170","Philadelphia","5","2","79","9","23","0","0","6","13","11","25","4","6","9","7","19","24",".391",".462",".418","19.7","86","97","15.7","4.8","5.0","0.8","nurkiju01",NA,NA
"2171","Phoenix","6","4","78","10","26","0","0","3","4","5","28","9","4","4","12","12","23",".385",".750",".414","21.4","74","98","13.1","3.8","4.7","1.5","nurkiju01",NA,NA
"2172","Portland","7","3","125","23","51","0","0","15","27","19","50","7","6","6","13","17","61",".451",".556",".485","24.6","95","106","17.9","8.7","7.1","1.0","nurkiju01",NA,NA
"2173","Sacramento","7","1","102","24","48","0","1","8","15","18","46","11","3","11","11","27","56",".500",".533",".513","27.6","103","108","14.6","8.0","6.6","1.6","nurkiju01",".000",NA
"2174","San Antonio","6","2","139","26","46","0","0","7","16","13","43","4","6","4","11","19","59",".565",".438",".556","20.2","98","112","23.2","9.8","7.2","0.7","nurkiju01",NA,NA
"2175","Toronto","4","2","83","13","35","0","0","11","19","8","27","4","3","5","4","11","37",".371",".579",".427","25.5","94","101","20.8","9.3","6.8","1.0","nurkiju01",NA,NA
"2176","Utah","8","4","124","19","48","0","0","6","22","14","35","6","2","4","12","19","44",".396",".273",".381","25.9","73","105","15.5","5.5","4.4","0.8","nurkiju01",NA,NA
"2177","Washington","4","2","73","16","27","0","0","12","15","5","25","6","2","3","7","13","44",".593",".800",".655","23.8","114","100","18.2","11.0","6.3","1.5","nurkiju01",NA,NA
"2178","Total","13","0","47","7","15","0","0","0","2","2","15","2","1","0","3","12","14",".467",NA,".441","17.8","74","110","3.6","1.1","1.2","0.2","ochefda01",NA,NA
"2179","Home","9","0","26","4","8","0","0","0","0","2","10","1","1","0","3","10","8",".500",NA,".500","18.9","75","102","2.8","0.9","1.1","0.1","ochefda01",NA,NA
"2180","Road","4","0","21","3","7","0","0","0","2","0","5","1","0","0","0","2","6",".429",NA,".381","16.5","73","119","5.4","1.5","1.3","0.3","ochefda01",NA,NA
"2181","Pre","13","0","47","7","15","0","0","0","2","2","15","2","1","0","3","12","14",".467",NA,".441","17.8","74","110","3.6","1.1","1.2","0.2","ochefda01",NA,NA
"2182","Win","9","0","26","4","8","0","0","0","0","2","11","2","1","0","3","10","8",".500",NA,".500","18.4","79","100","2.9","0.9","1.2","0.2","ochefda01",NA,NA
"2183","Loss","4","0","21","3","7","0","0","0","2","0","4","0","0","0","0","2","6",".429",NA,".381","17.1","65","122","5.2","1.5","1.0","0.0","ochefda01",NA,NA
"2184","October","1","0","4","0","2","0","0","0","0","0","1","0","0","0","0","0","0",".000",NA,".000","18.8","0","114","4.2","0.0","1.0","0.0","ochefda01",NA,NA
"2185","November","2","0","4","1","1","0","0","0","0","0","2","0","0","0","1","2","2","1.000",NA,"1.000","22.5","64","99","1.9","1.0","1.0","0.0","ochefda01",NA,NA
"2186","December","5","0","28","4","8","0","0","0","2","1","7","1","0","0","1","5","8",".500",NA,".450","16.1","82","120","5.6","1.6","1.4","0.2","ochefda01",NA,NA
"2187","January","5","0","11","2","4","0","0","0","0","1","5","1","1","0","1","5","4",".500",NA,".500","20.2","88","86","2.2","0.8","1.0","0.2","ochefda01",NA,NA
"2188","Sunday","1","0","9","0","1","0","0","0","0","1","1","1","0","0","1","3","0",".000",NA,".000","10.1","60","122","8.7","0.0","1.0","1.0","ochefda01",NA,NA
"2189","Monday","2","0","8","0","2","0","0","0","0","0","4","0","1","0","0","1","0",".000",NA,".000","10.7","0","86","4.0","0.0","2.0","0.0","ochefda01",NA,NA
"2190","Tuesday","2","0","3","1","2","0","0","0","0","1","1","0","0","0","0","2","2",".500",NA,".500","27.6","114","116","1.6","1.0","0.5","0.0","ochefda01",NA,NA
"2191","Wednesday","1","0","3","1","1","0","0","0","0","0","2","0","0","0","1","2","2","1.000",NA,"1.000","28.8","64","93","3.0","2.0","2.0","0.0","ochefda01",NA,NA
"2192","Thursday","1","0","4","0","2","0","0","0","0","0","1","0","0","0","0","0","0",".000",NA,".000","18.8","0","114","4.2","0.0","1.0","0.0","ochefda01",NA,NA
"2193","Friday","5","0","17","4","6","0","0","0","2","0","6","1","0","0","0","2","8",".667",NA,".581","19.2","110","118","3.3","1.6","1.2","0.2","ochefda01",NA,NA
"2194","Saturday","1","0","3","1","1","0","0","0","0","0","0","0","0","0","1","2","2","1.000",NA,"1.000","28.5","78","101","3.1","2.0","0.0","0.0","ochefda01",NA,NA
"2195","Reserve","13","0","47","7","15","0","0","0","2","2","15","2","1","0","3","12","14",".467",NA,".441","17.8","74","110","3.6","1.1","1.2","0.2","ochefda01",NA,NA
"2196","10-19","1","0","11","3","4","0","0","0","2","0","2","0","0","0","0","2","6",".750",NA,".615","21.5","106","131","10.8","6.0","2.0","0.0","ochefda01",NA,NA
"2197","0-9","12","0","36","4","11","0","0","0","0","2","13","2","1","0","3","10","8",".364",NA,".364","16.7","64","104","3.0","0.7","1.1","0.2","ochefda01",NA,NA
"2198","0 Days","1","0","5","0","1","0","0","0","0","0","1","0","0","0","0","0","0",".000",NA,".000","8.6","0","111","4.9","0.0","1.0","0.0","ochefda01",NA,NA
"2199","1 Day","3","0","13","0","2","0","0","0","0","1","4","1","1","0","1","4","0",".000",NA,".000","10.4","47","103","4.2","0.0","1.3","0.3","ochefda01",NA,NA
"2200","2 Days","1","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0",NA,NA,NA,"0.0",NA,"80","1.5","0.0","1.0","1.0","ochefda01",NA,NA
"2201","3+ Days","7","0","24","7","10","0","0","0","2","1","8","0","0","0","2","8","14",".700",NA,".643","24.7","95","115","3.4","2.0","1.1","0.0","ochefda01",NA,NA
"2202","Eastern","11","0","35","7","13","0","0","0","2","1","11","1","0","0","2","8","14",".538",NA,".504","20.1","81","113","3.2","1.3","1.0","0.1","ochefda01",NA,NA
"2203","Western","2","0","12","0","2","0","0","0","0","1","4","1","1","0","1","4","0",".000",NA,".000","11.2","47","102","5.9","0.0","2.0","0.5","ochefda01",NA,NA
"2204","Atlantic","5","0","12","4","6","0","0","0","0","1","6","0","0","0","2","6","8",".667",NA,".667","29.9","89","99","2.4","1.6","1.2","0.0","ochefda01",NA,NA
"2205","Central","4","0","18","3","5","0","0","0","2","0","3","0","0","0","0","2","6",".600",NA,".510","15.6","89","124","4.4","1.5","0.8","0.0","ochefda01",NA,NA
"2206","Northwest","1","0","3","0","1","0","0","0","0","0","3","0","1","0","0","1","0",".000",NA,".000","14.1","0","47","3.1","0.0","3.0","0.0","ochefda01",NA,NA
"2207","Pacific","1","0","9","0","1","0","0","0","0","1","1","1","0","0","1","3","0",".000",NA,".000","10.1","60","122","8.7","0.0","1.0","1.0","ochefda01",NA,NA
"2208","Southeast","2","0","6","0","2","0","0","0","0","0","2","1","0","0","0","0","0",".000",NA,".000","13.8","34","105","2.9","0.0","1.0","0.5","ochefda01",NA,NA
"2209","Atlanta","2","0","6","0","2","0","0","0","0","0","2","1","0","0","0","0","0",".000",NA,".000","13.8","34","105","2.9","0.0","1.0","0.5","ochefda01",NA,NA
"2210","Boston","2","0","4","2","2","0","0","0","0","1","3","0","0","0","1","2","4","1.000",NA,"1.000","32.5","119","100","2.0","2.0","1.5","0.0","ochefda01",NA,NA
"2211","Cleveland","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0.0",NA,NA,"0.8","0.0","0.0","0.0","ochefda01",NA,NA
"2212","Detroit","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0.0",NA,NA,"1.1","0.0","0.0","0.0","ochefda01",NA,NA
"2213","Indiana","1","0","5","0","1","0","0","0","0","0","1","0","0","0","0","0","0",".000",NA,".000","8.6","0","111","4.9","0.0","1.0","0.0","ochefda01",NA,NA
"2214","LA Clippers","1","0","9","0","1","0","0","0","0","1","1","1","0","0","1","3","0",".000",NA,".000","10.1","60","122","8.7","0.0","1.0","1.0","ochefda01",NA,NA
"2215","Milwaukee","1","0","11","3","4","0","0","0","2","0","2","0","0","0","0","2","6",".750",NA,".615","21.5","106","131","10.8","6.0","2.0","0.0","ochefda01",NA,NA
"2216","New Jersey","1","0","2","1","2","0","0","0","0","0","3","0","0","0","0","0","2",".500",NA,".500","35.7","98","83","2.5","2.0","3.0","0.0","ochefda01",NA,NA
"2217","New York","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","2","0",".000",NA,".000","20.3","0","114","2.2","0.0","0.0","0.0","ochefda01",NA,NA
"2218","Philadelphia","1","0","3","1","1","0","0","0","0","0","0","0","0","0","1","2","2","1.000",NA,"1.000","28.5","78","101","3.1","2.0","0.0","0.0","ochefda01",NA,NA
"2219","Portland","1","0","3","0","1","0","0","0","0","0","3","0","1","0","0","1","0",".000",NA,".000","14.1","0","47","3.1","0.0","3.0","0.0","ochefda01",NA,NA
"2220","Total","19","1","127","15","23","0","0","4","10","11","35","9","1","4","5","12","34",".652",".400",".620","11.2","115","119","6.7","1.8","1.8","0.5","onuakar01",NA,NA
"2221","Home","8","1","72","10","16","0","0","3","8","7","23","5","1","2","2","8","23",".625",".375",".589","13.3","114","120","8.9","2.9","2.9","0.6","onuakar01",NA,NA
"2222","Road","11","0","55","5","7","0","0","1","2","4","12","4","0","2","3","4","11",".714",".500",".698","8.5","108","118","5.0","1.0","1.1","0.4","onuakar01",NA,NA
"2223","Pre","11","0","54","3","8","0","0","1","2","4","13","5","0","1","3","6","7",".375",".500",".394","9.7","82","114","4.9","0.6","1.2","0.5","onuakar01",NA,NA
"2224","Post","8","1","73","12","15","0","0","3","8","7","22","4","1","3","2","6","27",".800",".375",".729","12.3","134","123","9.1","3.4","2.8","0.5","onuakar01",NA,NA
"2225","Win","5","0","6","2","3","0","0","0","0","1","1","0","0","0","2","1","4",".667",NA,".667","37.9","60","119","1.2","0.8","0.2","0.0","onuakar01",NA,NA
"2226","Loss","14","1","121","13","20","0","0","4","10","10","34","9","1","4","3","11","30",".650",".400",".615","9.9","123","119","8.6","2.1","2.4","0.6","onuakar01",NA,NA
"2227","October","1","0","15","1","3","0","0","0","0","1","5","3","0","0","1","3","2",".333",NA,".333","11.4","88","107","15.4","2.0","5.0","3.0","onuakar01",NA,NA
"2228","November","5","0","22","1","2","0","0","1","2","1","3","0","0","1","0","2","3",".500",".500",".521","5.8","84","113","4.3","0.6","0.6","0.0","onuakar01",NA,NA
"2229","December","2","0","8","0","2","0","0","0","0","0","3","0","0","0","0","1","0",".000",NA,".000","10.9","0","115","4.2","0.0","1.5","0.0","onuakar01",NA,NA
"2230","January","3","0","8","1","1","0","0","0","0","2","2","2","0","0","2","0","2","1.000",NA,"1.000","15.6","94","125","2.8","0.7","0.7","0.7","onuakar01",NA,NA
"2231","February","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",".000",NA,".000","55.8","0",NA,"0.8","0.0","0.0","0.0","onuakar01",NA,NA
"2232","March","1","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0",NA,NA,NA,"0.0",NA,"122","3.9","0.0","1.0","0.0","onuakar01",NA,NA
"2233","April","6","1","68","12","14","0","0","3","8","7","21","4","1","3","2","6","27",".857",".375",".771","12.5","142","123","11.4","4.5","3.5","0.7","onuakar01",NA,NA
"2234","Sunday","2","0","11","0","2","0","0","0","0","1","4","2","0","0","0","1","0",".000",NA,".000","8.1","74","117","5.6","0.0","2.0","1.0","onuakar01",NA,NA
"2235","Monday","4","0","28","5","5","0","0","1","2","2","10","0","0","3","3","4","11","1.000",".500",".935","14.7","104","102","7.0","2.8","2.5","0.0","onuakar01",NA,NA
"2236","Tuesday","4","0","23","4","4","0","0","0","0","1","6","1","0","1","1","3","8","1.000",NA,"1.000","9.6","143","117","5.7","2.0","1.5","0.3","onuakar01",NA,NA
"2237","Wednesday","4","1","54","6","10","0","0","2","6","6","13","5","1","0","1","4","14",".600",".333",".554","10.8","125","129","13.5","3.5","3.3","1.3","onuakar01",NA,NA
"2238","Friday","4","0","11","0","2","0","0","1","2","1","2","0","0","0","0","0","1",".000",".500",".174","11.3","60","120","2.7","0.3","0.5","0.0","onuakar01",NA,NA
"2239","Saturday","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,"0.0",NA,NA,"0.1","0.0","0.0","1.0","onuakar01",NA,NA
"2240","Starter","1","1","26","5","6","0","0","2","6","5","6","2","1","0","0","1","12",".833",".333",".694","13.8","155","143","26.1","12.0","6.0","2.0","onuakar01",NA,NA
"2241","Reserve","18","0","101","10","17","0","0","2","4","6","29","7","0","4","5","11","22",".588",".500",".586","10.6","100","113","5.6","1.2","1.6","0.4","onuakar01",NA,NA
"2242","20-29","1","1","26","5","6","0","0","2","6","5","6","2","1","0","0","1","12",".833",".333",".694","13.8","155","143","26.1","12.0","6.0","2.0","onuakar01",NA,NA
"2243","10-19","4","0","57","8","11","0","0","1","2","3","20","4","0","3","3","8","17",".727",".500",".715","11.7","114","109","14.3","4.3","5.0","1.0","onuakar01",NA,NA
"2244","0-9","14","0","43","2","6","0","0","1","2","3","9","3","0","1","2","3","5",".333",".500",".363","9.1","73","117","3.1","0.4","0.6","0.2","onuakar01",NA,NA
"2245","0 Days","3","0","12","1","2","0","0","0","0","1","3","1","0","0","2","0","2",".500",NA,".500","14.5","58","124","4.0","0.7","1.0","0.3","onuakar01",NA,NA
"2246","1 Day","5","1","54","9","11","0","0","4","10","7","16","2","1","2","1","4","22",".818",".400",".714","13.2","140","125","10.9","4.4","3.2","0.4","onuakar01",NA,NA
"2247","3+ Days","8","0","23","1","4","0","0","0","0","1","5","2","0","1","0","2","2",".250",NA,".250","8.0","71","112","2.9","0.3","0.6","0.3","onuakar01",NA,NA
"2248","Eastern","9","0","52","2","7","0","0","1","2","4","13","5","0","1","3","5","5",".286",".500",".317","9.2","77","114","5.8","0.6","1.4","0.6","onuakar01",NA,NA
"2249","Western","10","1","75","13","16","0","0","3","8","7","22","4","1","3","2","7","29",".813",".375",".743","12.7","134","122","7.5","2.9","2.2","0.4","onuakar01",NA,NA
"2250","Atlantic","2","0","9","1","3","0","0","0","0","1","4","0","0","0","2","1","2",".333",NA,".333","25.8","38","113","4.3","1.0","2.0","0.0","onuakar01",NA,NA
"2251","Central","4","0","30","1","3","0","0","0","0","2","7","5","0","1","1","4","2",".333",NA,".333","5.9","115","110","7.4","0.5","1.8","1.3","onuakar01",NA,NA
"2252","Northwest","3","1","37","5","8","0","0","2","6","5","8","2","1","0","0","1","12",".625",".333",".564","12.2","127","138","12.3","4.0","2.7","0.7","onuakar01",NA,NA
"2253","Pacific","4","0","16","3","3","0","0","0","0","1","5","2","0","1","1","2","6","1.000",NA,"1.000","10.7","149","115","4.0","1.5","1.3","0.5","onuakar01",NA,NA
"2254","Southeast","3","0","14","0","1","0","0","1","2","1","2","0","0","0","0","0","1",".000",".500",".266","5.7","84","123","4.5","0.3","0.7","0.0","onuakar01",NA,NA
"2255","Southwest","3","0","22","5","5","0","0","1","2","1","9","0","0","2","1","4","11","1.000",".500",".935","15.0","138","103","7.2","3.7","3.0","0.0","onuakar01",NA,NA
"2256","Atlanta","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0.0",NA,"127","1.9","0.0","0.0","0.0","onuakar01",NA,NA
"2257","Chicago","1","0","6","0","0","0","0","0","0","0","1","0","0","0","0","1","0",NA,NA,NA,"0.0",NA,"122","6.3","0.0","1.0","0.0","onuakar01",NA,NA
"2258","Golden State","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,"0.0",NA,NA,"0.1","0.0","0.0","1.0","onuakar01",NA,NA
"2259","Indiana","3","0","24","1","3","0","0","0","0","2","6","5","0","1","1","3","2",".333",NA,".333","7.5","115","106","7.8","0.7","2.0","1.7","onuakar01",NA,NA
"2260","LA Lakers","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0.0",NA,NA,"0.1","0.0","0.0","0.0","onuakar01",NA,NA
"2261","New Orleans","1","0","16","4","4","0","0","1","2","1","8","0","0","2","1","3","9","1.000",".500",".922","17.2","138","97","16.2","9.0","8.0","0.0","onuakar01",NA,NA
"2262","New York","1","0","2","1","1","0","0","0","0","1","1","0","0","0","2","0","2","1.000",NA,"1.000","72.0","59","121","1.8","2.0","1.0","0.0","onuakar01",NA,NA
"2263","Oklahoma City","1","1","26","5","6","0","0","2","6","5","6","2","1","0","0","1","12",".833",".333",".694","13.8","155","143","26.1","12.0","6.0","2.0","onuakar01",NA,NA
"2264","Orlando","1","0","10","0","1","0","0","1","2","1","2","0","0","0","0","0","1",".000",".500",".266","7.9","84","122","9.9","1.0","2.0","0.0","onuakar01",NA,NA
"2265","Portland","1","0","10","0","1","0","0","0","0","0","2","0","0","0","0","0","0",".000",NA,".000","4.4","0","125","10.1","0.0","2.0","0.0","onuakar01",NA,NA
"2266","Sacramento","1","0","16","3","3","0","0","0","0","1","5","1","0","1","1","2","6","1.000",NA,"1.000","10.9","143","115","15.6","6.0","5.0","1.0","onuakar01",NA,NA
"2267","San Antonio","2","0","6","1","1","0","0","0","0","0","1","0","0","0","0","1","2","1.000",NA,"1.000","8.4",NA,"116","2.8","1.0","0.5","0.0","onuakar01",NA,NA
"2268","Toronto","1","0","7","0","2","0","0","0","0","0","3","0","0","0","0","1","0",".000",NA,".000","13.3","0","110","6.8","0.0","3.0","0.0","onuakar01",NA,NA
"2269","Utah","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",".000",NA,".000","55.8","0",NA,"0.8","0.0","0.0","0.0","onuakar01",NA,NA
"2270","Total","935","430","19947","2306","4977","0","24","1996","2672","2128","5584","1189","682","329","1284","2403","6608",".463",".747",".537","17.1","107","106","21.3","7.1","6.0","1.3","pachuza01",".000",NA
"2271","Home","469","221","10213","1202","2511","0","10","1067","1384","1125","2908","616","369","153","663","1185","3471",".479",".771",".556","17.0","111","105","21.8","7.4","6.2","1.3","pachuza01",".000",NA
"2272","Road","466","209","9734","1104","2466","0","14","929","1288","1003","2676","573","313","176","621","1218","3137",".448",".721",".517","17.2","103","107","20.9","6.7","5.7","1.2","pachuza01",".000",NA
"2273","Pre","604","272","12811","1465","3232","0","19","1287","1720","1374","3591","759","438","219","854","1558","4217",".453",".748",".529","17.4","105","105","21.2","7.0","5.9","1.3","pachuza01",".000",NA
"2274","Post","331","158","7136","841","1745","0","5","709","952","754","1993","430","244","110","430","845","2391",".482",".745",".552","16.7","110","108","21.6","7.2","6.0","1.3","pachuza01",".000",NA
"2275","Win","443","196","9579","1179","2354","0","13","973","1283","1066","2832","629","360","168","581","1202","3331",".501",".758",".571","16.8","115","100","21.6","7.5","6.4","1.4","pachuza01",".000",NA
"2276","Loss","492","234","10368","1127","2623","0","11","1023","1389","1062","2752","560","322","161","703","1201","3277",".430",".737",".507","17.4","100","111","21.1","6.7","5.6","1.1","pachuza01",".000",NA
"2277","October","13","5","249","32","72","0","0","30","34","35","86","16","8","5","20","34","94",".444",".882",".540","19.1","106","102","19.2","7.2","6.6","1.2","pachuza01",NA,NA
"2278","November","166","90","3611","408","927","0","9","371","482","390","1007","224","104","75","271","435","1187",".440",".770",".521","17.8","103","104","21.8","7.2","6.1","1.3","pachuza01",".000",NA
"2279","December","172","63","3458","394","883","0","4","341","476","376","991","200","132","57","235","410","1129",".446",".716",".517","17.5","104","104","20.1","6.6","5.8","1.2","pachuza01",".000",NA
"2280","January","175","85","3732","431","917","0","6","375","495","383","1041","222","128","51","242","463","1237",".470",".758",".545","17.1","107","105","21.3","7.1","5.9","1.3","pachuza01",".000",NA
"2281","February","140","52","2997","321","743","0","1","322","439","330","822","158","106","52","160","373","964",".432",".733",".515","16.9","107","107","21.4","6.9","5.9","1.1","pachuza01",".000",NA
"2282","March","187","89","4097","500","1009","0","4","373","488","428","1156","247","143","61","239","465","1373",".496",".764",".561","16.5","111","108","21.9","7.3","6.2","1.3","pachuza01",".000",NA
"2283","April","82","46","1803","220","426","0","0","184","258","186","481","122","61","28","117","223","624",".516",".713",".578","16.7","113","108","22.0","7.6","5.9","1.5","pachuza01",NA,NA
"2284","Sunday","97","47","1997","239","501","0","4","212","281","219","572","116","70","35","149","278","690",".477",".754",".552","17.7","106","105","20.6","7.1","5.9","1.2","pachuza01",".000",NA
"2285","Monday","112","45","2227","227","512","0","6","227","304","230","636","137","71","31","131","264","681",".443",".747",".527","16.2","107","104","19.9","6.1","5.7","1.2","pachuza01",".000",NA
"2286","Tuesday","123","57","2744","317","692","0","2","265","346","277","737","163","91","45","183","308","899",".458",".766",".532","17.0","105","108","22.3","7.3","6.0","1.3","pachuza01",".000",NA
"2287","Wednesday","217","99","4827","594","1227","0","3","506","683","516","1356","273","176","80","313","577","1694",".484",".741",".554","17.5","109","106","22.2","7.8","6.2","1.3","pachuza01",".000",NA
"2288","Thursday","35","24","790","82","193","0","0","79","106","95","214","66","24","14","56","97","243",".425",".745",".507","16.8","104","105","22.6","6.9","6.1","1.9","pachuza01",NA,NA
"2289","Friday","200","86","4209","497","1063","0","5","431","564","464","1214","244","133","75","233","498","1425",".468",".764",".543","16.9","111","106","21.0","7.1","6.1","1.2","pachuza01",".000",NA
"2290","Saturday","151","72","3153","350","789","0","4","276","388","327","855","190","117","49","219","381","976",".444",".711",".508","17.3","101","105","20.9","6.5","5.7","1.3","pachuza01",".000",NA
"2291","Starter","430","430","11724","1393","2977","0","9","1136","1518","1260","3326","802","429","182","791","1236","3922",".468",".748",".538","17.3","107","105","27.3","9.1","7.7","1.9","pachuza01",".000",NA
"2292","Reserve","505","0","8222","913","2000","0","15","860","1154","868","2258","387","253","147","493","1167","2686",".457",".745",".536","16.9","107","106","16.3","5.3","4.5","0.8","pachuza01",".000",NA
"2293","40+","25","25","1070","119","259","0","1","118","148","130","303","64","32","15","59","86","356",".459",".797",".549","16.6","116","108","42.8","14.2","12.1","2.6","pachuza01",".000",NA
"2294","30-39","150","136","5110","654","1321","0","7","526","718","539","1438","327","182","93","325","485","1834",".495",".733",".560","17.8","111","105","34.1","12.2","9.6","2.2","pachuza01",".000",NA
"2295","20-29","320","187","7890","943","2020","0","7","790","1030","892","2305","514","264","126","507","922","2676",".467",".767",".541","17.2","109","105","24.7","8.4","7.2","1.6","pachuza01",".000",NA
"2296","10-19","340","76","5261","554","1227","0","8","496","682","504","1392","264","183","83","343","778","1604",".452",".727",".525","16.4","103","107","15.5","4.7","4.1","0.8","pachuza01",".000",NA
"2297","0-9","100","6","615","36","150","0","1","66","94","63","146","20","21","12","50","132","138",".240",".702",".361","18.2","76","108","6.1","1.4","1.5","0.2","pachuza01",".000",NA
"2298","0 Days","222","102","4844","529","1152","0","7","450","618","499","1360","274","168","79","301","585","1508",".459",".728",".530","16.6","106","105","21.8","6.8","6.1","1.2","pachuza01",".000",NA
"2299","1 Day","464","220","9947","1170","2455","0","13","1021","1331","1028","2730","605","346","156","627","1212","3361",".477",".767",".553","16.9","109","106","21.4","7.2","5.9","1.3","pachuza01",".000",NA
"2300","2 Days","143","70","2916","350","781","0","4","267","373","336","838","194","99","56","203","358","967",".448",".716",".512","17.9","104","106","20.4","6.8","5.9","1.4","pachuza01",".000",NA
"2301","3+ Days","92","34","1922","211","495","0","0","218","300","217","553","98","60","30","129","208","640",".426",".727",".510","18.1","103","106","20.9","7.0","6.0","1.1","pachuza01",NA,NA
"2302","Eastern","564","252","12032","1377","2966","0","12","1208","1634","1307","3384","711","421","185","781","1427","3962",".464",".739",".538","17.1","107","105","21.3","7.0","6.0","1.3","pachuza01",".000",NA
"2303","Western","371","178","7915","929","2011","0","12","788","1038","821","2200","478","261","144","503","976","2646",".462",".759",".536","17.1","107","107","21.3","7.1","5.9","1.3","pachuza01",".000",NA
"2304","Atlantic","194","80","3904","465","959","0","2","425","552","459","1086","246","137","52","254","478","1355",".485",".770",".564","17.2","112","106","20.1","7.0","5.6","1.3","pachuza01",".000",NA
"2305","Central","199","90","4347","503","1121","0","1","426","581","473","1195","215","147","72","255","493","1432",".449",".733",".520","17.3","106","106","21.8","7.2","6.0","1.1","pachuza01",".000",NA
"2306","Midwest","12","0","127","10","35","0","0","8","13","10","35","2","4","2","4","26","28",".286",".615",".344","16.1","80","108","10.6","2.3","2.9","0.2","pachuza01",NA,NA
"2307","Northwest","121","63","2774","329","695","0","3","248","325","294","751","195","94","53","180","329","906",".473",".763",".541","17.0","108","106","22.9","7.5","6.2","1.6","pachuza01",".000",NA
"2308","Pacific","128","62","2638","335","703","0","3","269","349","296","784","167","95","50","178","336","939",".477",".771",".548","17.5","109","106","20.6","7.3","6.1","1.3","pachuza01",".000",NA
"2309","Southeast","171","82","3781","409","886","0","9","357","501","375","1103","250","137","61","272","456","1175",".462",".713",".531","16.8","102","103","22.1","6.9","6.5","1.5","pachuza01",".000",NA
"2310","Southwest","110","53","2376","255","578","0","6","263","351","221","630","114","68","39","141","285","773",".441",".749",".528","17.0","105","108","21.6","7.0","5.7","1.0","pachuza01",".000",NA
"2311","Atlanta","13","8","316","40","74","0","1","20","32","31","114","19","11","9","20","26","100",".541",".625",".568","15.5","105","101","24.3","7.7","8.8","1.5","pachuza01",".000",NA
"2312","Boston","39","15","831","96","205","0","1","117","145","109","247","55","34","10","56","101","309",".468",".807",".575","18.2","116","105","21.3","7.9","6.3","1.4","pachuza01",".000",NA
"2313","CHA, CHO","43","19","848","90","201","0","1","85","107","72","237","52","34","18","60","92","265",".448",".794",".534","16.9","103","103","19.7","6.2","5.5","1.2","pachuza01",".000",NA
"2314","Chicago","41","14","907","101","239","0","0","81","111","86","231","48","30","17","45","114","283",".423",".730",".492","16.8","103","106","22.1","6.9","5.6","1.2","pachuza01",NA,NA
"2315","Cleveland","40","21","945","112","240","0","0","97","126","96","231","54","38","15","66","99","321",".467",".770",".543","18.0","106","106","23.6","8.0","5.8","1.4","pachuza01",NA,NA
"2316","Dallas","21","7","428","47","122","0","1","61","80","46","127","18","12","6","29","47","155",".385",".763",".493","19.9","102","109","20.4","7.4","6.0","0.9","pachuza01",".000",NA
"2317","Denver","25","12","544","60","138","0","0","54","63","56","145","28","19","10","38","66","174",".435",".857",".525","16.7","103","109","21.8","7.0","5.8","1.1","pachuza01",NA,NA
